kind,name,classification,availability,evidence_level,confidence,identifier_or_format,inputs_defaults,success_behavior,failure_behavior,dependencies_platform,source_file,source_symbol,source_line,test_evidence,sim_status,parity_gap,feature_id
model family,WAN21_FlowRVS,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'flow_rvs'}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN21_FlowRVS,1435,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN21_FlowRVS.,COMFY-MODEL-0140
model family,WAN21_FunControl2V,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'i2v', 'in_dim': 48}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN21_FunControl2V,1339,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN21_FunControl2V.,COMFY-MODEL-0141
model family,WAN21_HuMo,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'humo'}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN21_HuMo,1386,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN21_HuMo.,COMFY-MODEL-0142
model family,WAN21_I2V,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'i2v', 'in_dim': 36}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN21_I2V,1328,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN21_I2V.,COMFY-MODEL-0143
model family,WAN21_SCAIL,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'scail'}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN21_SCAIL,1445,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN21_SCAIL.,COMFY-MODEL-0144
model family,WAN21_SCAIL2,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'scail2'}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN21_SCAIL2,1456,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN21_SCAIL2.,COMFY-MODEL-0145
model family,WAN21_T2V,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 't2v'}","bases=supported_models_base.BASE; latent_format=latent_formats.Wan21; dtypes=[torch.float16, torch.bfloat16, torch.float32]","Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN21_T2V,1276,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN21_T2V.,COMFY-MODEL-0146
model family,WAN21_Vace,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'vace'}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN21_Vace,1372,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN21_Vace.,COMFY-MODEL-0147
model family,WAN22_Animate,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'animate'}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN22_Animate,1409,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN22_Animate.,COMFY-MODEL-0148
model family,WAN22_Camera,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'camera_2.2', 'in_dim': 36}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN22_Camera,1361,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN22_Camera.,COMFY-MODEL-0149
model family,WAN22_S2V,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 's2v'}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN22_S2V,1396,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN22_S2V.,COMFY-MODEL-0150
model family,WAN22_T2V,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 't2v', 'out_dim': 48}",bases=WAN21_T2V; latent_format=latent_formats.Wan22; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN22_T2V,1422,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN22_T2V.,COMFY-MODEL-0151
model family,WAN22_WanDancer,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'wan2.1', 'model_type': 'wandancer', 'in_dim': 36}",bases=WAN21_T2V; latent_format=inherited; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,WAN22_WanDancer,1466,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for WAN22_WanDancer.,COMFY-MODEL-0152
model family,ZImage,registered model architecture detector/loader,conditional,code-inferred,high,"{'image_model': 'lumina2', 'dim': 3840}","bases=Lumina2; latent_format=inherited; dtypes=[torch.bfloat16, torch.float32]","Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,ZImage,1170,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for ZImage.,COMFY-MODEL-0153
model family,ZImagePixelSpace,registered model architecture detector/loader,conditional,code-inferred,high,{'image_model': 'zimage_pixel'},bases=ZImage; latent_format=latent_formats.ZImagePixelSpace; dtypes=inherited,"Model detection matches state-dict/config keys, constructs the family-specific BaseModel, latent format, and text/vision encoder targets.","If no registered config matches, model detection/load fails or falls back only where explicitly requested by loader code.","Requires compatible checkpoint weights, PyTorch implementation, device memory, and family-specific encoder/VAE components.",comfy/supported_models.py,ZImagePixelSpace,1196,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for ZImagePixelSpace.,COMFY-MODEL-0154
quantization,INT8 tensorwise,numeric/weight format,conditional,code-inferred,high,INT8 tensorwise,comfy-kitchen TensorWiseINT8Layout,Loads/casts/executes with the selected supported representation and device capability checks.,"Unsupported formats/backends log dependency errors, fall back to supported dtypes, or raise explicit unsupported-format errors.",comfy-kitchen TensorWiseINT8Layout,comfy/model_management.py; comfy/quant_ops.py; comfy/utils.py; comfy/ops.py,INT8 tensorwise,,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for INT8 tensorwise.,COMFY-MODEL-0155
quantization,MXFP8,numeric/weight format,conditional,code-inferred,high,MXFP8,optional comfy-kitchen TensorCoreMXFP8Layout; 32-element groups,Loads/casts/executes with the selected supported representation and device capability checks.,"Unsupported formats/backends log dependency errors, fall back to supported dtypes, or raise explicit unsupported-format errors.",optional comfy-kitchen TensorCoreMXFP8Layout; 32-element groups,comfy/model_management.py; comfy/quant_ops.py; comfy/utils.py; comfy/ops.py,MXFP8,,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for MXFP8.,COMFY-MODEL-0156
quantization,NVFP4,numeric/weight format,conditional,code-inferred,high,NVFP4,comfy-kitchen TensorCoreNVFP4Layout; 16-element groups,Loads/casts/executes with the selected supported representation and device capability checks.,"Unsupported formats/backends log dependency errors, fall back to supported dtypes, or raise explicit unsupported-format errors.",comfy-kitchen TensorCoreNVFP4Layout; 16-element groups,comfy/model_management.py; comfy/quant_ops.py; comfy/utils.py; comfy/ops.py,NVFP4,,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for NVFP4.,COMFY-MODEL-0157
quantization,mixed per-layer metadata v1,numeric/weight format,conditional,code-inferred,high,mixed per-layer metadata v1,safetensors _quantization_metadata or legacy scaled_fp8 conversion,Loads/casts/executes with the selected supported representation and device capability checks.,"Unsupported formats/backends log dependency errors, fall back to supported dtypes, or raise explicit unsupported-format errors.",safetensors _quantization_metadata or legacy scaled_fp8 conversion,comfy/model_management.py; comfy/quant_ops.py; comfy/utils.py; comfy/ops.py,mixed per-layer metadata v1,,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for mixed per-layer metadata v1.,COMFY-MODEL-0158
sampler,ddim,registered sampling algorithm,active,code-inferred,high,ddim,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for ddim.,COMFY-MODEL-0159
sampler,ddpm,registered sampling algorithm,active,code-inferred,high,ddpm,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for ddpm.,COMFY-MODEL-0160
sampler,deis,registered sampling algorithm,active,code-inferred,high,deis,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for deis.,COMFY-MODEL-0161
sampler,dpm_2,registered sampling algorithm,active,code-inferred,high,dpm_2,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpm_2.,COMFY-MODEL-0162
sampler,dpm_2_ancestral,registered sampling algorithm,active,code-inferred,high,dpm_2_ancestral,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpm_2_ancestral.,COMFY-MODEL-0163
sampler,dpm_adaptive,registered sampling algorithm,active,code-inferred,high,dpm_adaptive,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpm_adaptive.,COMFY-MODEL-0164
sampler,dpm_fast,registered sampling algorithm,active,code-inferred,high,dpm_fast,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpm_fast.,COMFY-MODEL-0165
sampler,dpmpp_2m,registered sampling algorithm,active,code-inferred,high,dpmpp_2m,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_2m.,COMFY-MODEL-0166
sampler,dpmpp_2m_cfg_pp,registered sampling algorithm,active,code-inferred,high,dpmpp_2m_cfg_pp,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_2m_cfg_pp.,COMFY-MODEL-0167
sampler,dpmpp_2m_sde,registered sampling algorithm,active,code-inferred,high,dpmpp_2m_sde,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_2m_sde.,COMFY-MODEL-0168
sampler,dpmpp_2m_sde_gpu,registered sampling algorithm,active,code-inferred,high,dpmpp_2m_sde_gpu,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_2m_sde_gpu.,COMFY-MODEL-0169
sampler,dpmpp_2m_sde_heun,registered sampling algorithm,active,code-inferred,high,dpmpp_2m_sde_heun,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_2m_sde_heun.,COMFY-MODEL-0170
sampler,dpmpp_2m_sde_heun_gpu,registered sampling algorithm,active,code-inferred,high,dpmpp_2m_sde_heun_gpu,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_2m_sde_heun_gpu.,COMFY-MODEL-0171
sampler,dpmpp_2s_ancestral,registered sampling algorithm,active,code-inferred,high,dpmpp_2s_ancestral,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_2s_ancestral.,COMFY-MODEL-0172
sampler,dpmpp_2s_ancestral_cfg_pp,registered sampling algorithm,active,code-inferred,high,dpmpp_2s_ancestral_cfg_pp,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_2s_ancestral_cfg_pp.,COMFY-MODEL-0173
sampler,dpmpp_3m_sde,registered sampling algorithm,active,code-inferred,high,dpmpp_3m_sde,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_3m_sde.,COMFY-MODEL-0174
sampler,dpmpp_3m_sde_gpu,registered sampling algorithm,active,code-inferred,high,dpmpp_3m_sde_gpu,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_3m_sde_gpu.,COMFY-MODEL-0175
sampler,dpmpp_sde,registered sampling algorithm,active,code-inferred,high,dpmpp_sde,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_sde.,COMFY-MODEL-0176
sampler,dpmpp_sde_gpu,registered sampling algorithm,active,code-inferred,high,dpmpp_sde_gpu,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for dpmpp_sde_gpu.,COMFY-MODEL-0177
sampler,er_sde,registered sampling algorithm,active,code-inferred,high,er_sde,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for er_sde.,COMFY-MODEL-0178
sampler,euler,registered sampling algorithm,active,test-backed,high,euler,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,tests/inference/graphs/default_graph_sdxl1_0.json,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for euler.,COMFY-MODEL-0179
sampler,euler_ancestral,registered sampling algorithm,active,test-backed,high,euler_ancestral,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,tests/execution/testing_nodes/testing-pack/specific_tests.py,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for euler_ancestral.,COMFY-MODEL-0180
sampler,euler_ancestral_cfg_pp,registered sampling algorithm,active,code-inferred,high,euler_ancestral_cfg_pp,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for euler_ancestral_cfg_pp.,COMFY-MODEL-0181
sampler,euler_cfg_pp,registered sampling algorithm,active,code-inferred,high,euler_cfg_pp,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for euler_cfg_pp.,COMFY-MODEL-0182
sampler,exp_heun_2_x0,registered sampling algorithm,active,code-inferred,high,exp_heun_2_x0,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for exp_heun_2_x0.,COMFY-MODEL-0183
