feature_id,event_name,event_kind,classification,availability,evidence_level,source_evidence,payload_evidence,consent_behavior,redaction_validation,rate_limit_dedup,provider_side_effects,derived_wire_names,notes
COMFY-DESKTOP-TELEMETRY-E6C33165A15E,comfy.desktop.adopt.snapshot,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1102 [telemetry.trackedStep; await telemetry.trackedStep('comfy.desktop.adopt.snapshot', {}, async () => {]","projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1102 telemetry.trackedStep second-argument={}; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.adopt.snapshot.start; comfy.desktop.adopt.snapshot.end; comfy.desktop.adopt.snapshot.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-1A3B4128CECD,comfy.desktop.adopt.source,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1128 [telemetry.trackedStep; 'comfy.desktop.adopt.source',]","projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1128 telemetry.trackedStep second-argument={ attempt: sourceAttempts }; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.adopt.source.start; comfy.desktop.adopt.source.end; comfy.desktop.adopt.source.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-0FD79CF8F730,comfy.desktop.adopt.started,product telemetry event,analytics event contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:993 [telemetry.capture; telemetry.capture('comfy.desktop.adopt.started', {})]",projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:993 telemetry.capture second-argument={},"Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.adopt.started,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-E9D2CA1FE857,comfy.desktop.adopt.succeeded,product telemetry event,analytics event contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1328 [telemetry.capture; telemetry.capture('comfy.desktop.adopt.succeeded', {]","projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1328 telemetry.capture second-argument={ installation_id: record.id, legacy_version: legacyAppVersion ?? null, adopted_source_mode: sourceMode, has_venv: info.hasVenv, has_extra_models_yaml: fs.existsSync(path.join(info.configDir, EXTRA_MODELS_YAML)), models_dir_count: carry.addedModelsDirs.length, carried_keys: carry.carriedKeys, carry_skipped_keys: carry.carrySkippedKeys, adopted_path_override_input: !!derived.pathOverrides.inputDir, adopted_path_override_output: !!derived.pathOverrides.outputDir, adopted_comfy_tag_at_migration: null, requirements_uv_available: reqReport.uvAvailable, requirements_core_exit: reqReport.coreExitCode, requirements_manager_exit: reqReport.managerExitCode, requirements_pygit2_exit: reqReport.pygit2ExitCode, gpu: detectedGpu, selected_device: selectedDevice }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.adopt.succeeded,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-EF3E11FED7FE,comfy.desktop.adopt.tcc,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1063 [telemetry.trackedStep; await telemetry.trackedStep('comfy.desktop.adopt.tcc', {}, async () => {]","projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1063 telemetry.trackedStep second-argument={}; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.adopt.tcc.start; comfy.desktop.adopt.tcc.end; comfy.desktop.adopt.tcc.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-7E065797E43F,comfy.desktop.adopt.validate_venv,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1083 [telemetry.trackedStep; await telemetry.trackedStep('comfy.desktop.adopt.validate_venv', {}, async () => {]","projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts:1083 telemetry.trackedStep second-argument={}; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.adopt.validate_venv.start; comfy.desktop.adopt.validate_venv.end; comfy.desktop.adopt.validate_venv.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-1346AC45A237,comfy.desktop.app.first_launch,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:656 [capture; capture('comfy.desktop.app.first_launch', pendingFirstLaunch)]; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:895 [capture; capture('comfy.desktop.app.first_launch', eventProperties)]","projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:656 capture second-argument=pendingFirstLaunch; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:895 capture second-argument=eventProperties; Exact producer at projects/comfy/Comfy-Desktop/src/main/index.ts:1512-1515 supplies {id_class, locale}; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:576-596 may merge {download_token, download_token_source} before deferred/immediate capture.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app.first_launch,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-A1B18A484D65,comfy.desktop.app_update.available,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:304 [_shouldEmitAppUpdateOnce; if (_shouldEmitAppUpdateOnce('comfy.desktop.app_update.available', version)) {]; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:305 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.available', {]","projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:305 emitTelemetry second-argument={ version, auto_update_setting: autoInstall ? 'on' : 'off' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app_update.available,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-F062480CC7C8,comfy.desktop.app_update.checked,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:468 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.checked', {]; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:488 [_shouldEmitAppUpdateOnce; _shouldEmitAppUpdateOnce('comfy.desktop.app_update.checked', version)]; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:490 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.checked', { trigger: source, result: 'available' })]","projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:468 emitTelemetry second-argument={ trigger: source, result: 'updater_unavailable' }; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:490 emitTelemetry second-argument={ trigger: source, result: 'available' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app_update.checked,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-82EFC1160AAB,comfy.desktop.app_update.download_complete,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:340 [_shouldEmitAppUpdateOnce; if (_shouldEmitAppUpdateOnce('comfy.desktop.app_update.download_complete', version)) {]; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:341 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.download_complete', { version })]",projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:341 emitTelemetry second-argument={ version },"Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app_update.download_complete,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-E4FF3F0B4594,comfy.desktop.app_update.download_started,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:324 [_shouldEmitAppUpdateOnce; if (_shouldEmitAppUpdateOnce('comfy.desktop.app_update.download_started', version)) {]; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:325 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.download_started', { version, initiator: 'auto' })]; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:555 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.download_started', {]","projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:325 emitTelemetry second-argument={ version, initiator: 'auto' }; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:555 emitTelemetry second-argument={ version: _appUpdateState.version, initiator: 'user' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app_update.download_started,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-BB068B358A5D,comfy.desktop.app_update.error,product telemetry event,analytics event contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:380 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.error', {]; projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:38 [literal-reference; 'comfy.desktop.app_update.error',]","projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:380 emitTelemetry second-argument={ stage, error_bucket: bucketError(updaterErrorMessage(args)), user_initiated: wasUserInitiated }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.app_update.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-899D610F4F17,comfy.desktop.app_update.ignored_not_newer,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:268 [_shouldEmitAppUpdateOnce; if (_shouldEmitAppUpdateOnce('comfy.desktop.app_update.ignored_not_newer', version)) {]; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:269 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.ignored_not_newer', {]","projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:269 emitTelemetry second-argument={ version, current: app.getVersion(), stage }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app_update.ignored_not_newer,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-88D928CDC979,comfy.desktop.app_update.install_triggered,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:595 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.install_triggered', {]","projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:595 emitTelemetry second-argument={ version: _appUpdateState.version, auto_update_setting: isAutoInstallEnabled() ? 'on' : 'off' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app_update.install_triggered,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-BF8A65F94D90,comfy.desktop.app_update.startup_install,product telemetry event,analytics event contract,platform-specific,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:824 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.startup_install', { version: state.version })]",projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:824 emitTelemetry second-argument={ version: state.version },"Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app_update.startup_install,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-376167DBE072,comfy.desktop.app_update.startup_install_backstop_recovered,product telemetry event,analytics event contract,platform-specific,code-inferred,"projects/comfy/Comfy-Desktop/src/main/index.ts:2199 [mainTelemetry.emit; mainTelemetry.emit('comfy.desktop.app_update.startup_install_backstop_recovered', {})]",projects/comfy/Comfy-Desktop/src/main/index.ts:2199 mainTelemetry.emit second-argument={},"Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app_update.startup_install_backstop_recovered,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-AF764667115F,comfy.desktop.app_update.startup_install_skipped,product telemetry event,analytics event contract,platform-specific,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:776 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.startup_install_skipped', {]; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:795 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.startup_install_skipped', {]; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:814 [emitTelemetry; emitTelemetry('comfy.desktop.app_update.startup_install_skipped', {]","projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:776 emitTelemetry second-argument={ reason: decision.reason, version: settings.get('pendingDownloadedUpdateVersion') ?? null }; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:795 emitTelemetry second-argument={ reason: 'not_ready', version: decision.version }; projects/comfy/Comfy-Desktop/src/main/lib/updater.ts:814 emitTelemetry second-argument={ reason: 'session_ending', version: state.version }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.app_update.startup_install_skipped,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
