schema_name,classification,availability,evidence_level,confidence,fields,required,bases,source_file,source_line,source_symbol,feature_id,test_evidence,used_by,sim_status,parity_gap
IdeogramV3ReframeRequest,executable Python typed schema,cloud/paid,code-inferred,high,"color_palette: Optional[Dict[str, Any]] = None | image: Optional[StrictBytes] = None | num_images: Optional[int] = Field(None, ge=1, le=8) | rendering_speed: Optional[RenderingSpeed1] = None | resolution: str = <required> | seed: Optional[int] = Field(None, ge=0, le=2147483647) | style_codes: Optional[List[str]] = None | style_reference_images: Optional[List[StrictBytes]] = None",,BaseModel,comfy_api_nodes/apis/ideogram.py,75,IdeogramV3ReframeRequest,COMFY-FORMAT-SCHEMA-0719,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema IdeogramV3ReframeRequest.
IdeogramV3RemixRequest,executable Python typed schema,cloud/paid,code-inferred,high,"aspect_ratio: Optional[str] = None | color_palette: Optional[Dict[str, Any]] = None | image: Optional[StrictBytes] = None | image_weight: Optional[int] = Field(50, ge=1, le=100) | magic_prompt: Optional[MagicPrompt] = None | negative_prompt: Optional[str] = None | num_images: Optional[int] = Field(None, ge=1, le=8) | prompt: str = <required> | rendering_speed: Optional[RenderingSpeed1] = None | resolution: Optional[str] = None | seed: Optional[int] = Field(None, ge=0, le=2147483647) | style_codes: Optional[List[str]] = None | style_reference_images: Optional[List[StrictBytes]] = None | style_type: Optional[StyleType] = None",,BaseModel,comfy_api_nodes/apis/ideogram.py,99,IdeogramV3RemixRequest,COMFY-FORMAT-SCHEMA-0720,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema IdeogramV3RemixRequest.
IdeogramV3ReplaceBackgroundRequest,executable Python typed schema,cloud/paid,code-inferred,high,"color_palette: Optional[Dict[str, Any]] = None | image: Optional[StrictBytes] = None | magic_prompt: Optional[MagicPrompt] = None | num_images: Optional[int] = Field(None, ge=1, le=8) | prompt: str = <required> | rendering_speed: Optional[RenderingSpeed1] = None | seed: Optional[int] = Field(None, ge=0, le=2147483647) | style_codes: Optional[List[str]] = None | style_reference_images: Optional[List[StrictBytes]] = None",,BaseModel,comfy_api_nodes/apis/ideogram.py,116,IdeogramV3ReplaceBackgroundRequest,COMFY-FORMAT-SCHEMA-0721,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema IdeogramV3ReplaceBackgroundRequest.
IdeogramV3Request,executable Python typed schema,cloud/paid,code-inferred,high,"aspect_ratio: Optional[str] = Field(None, description='Aspect ratio in format WxH', examples=['1x3']) | color_palette: Optional[ColorPalette] = None | magic_prompt: Optional[MagicPrompt2] = Field(None, description='Whether to enable magic prompt enhancement') | negative_prompt: Optional[str] = Field(None, description='Text prompt specifying what to avoid in the generation') | num_images: Optional[int] = Field(None, description='Number of images to generate', ge=1) | prompt: str = Field(..., description='The text prompt for image generation') | rendering_speed: RenderingSpeed = <required> | resolution: Optional[str] = Field(None, description='Image resolution in format WxH', examples=['1280x800']) | seed: Optional[int] = Field(None, description='Seed value for reproducible generation') | style_codes: Optional[List[StyleCode]] = Field(None, description='Array of style codes in hexadecimal format') | style_reference_images: Optional[List[str]] = Field(None, description='Array of reference image URLs or identifiers') | style_type: Optional[StyleType1] = Field(None, description='The type of style to apply') | character_reference_images: Optional[List[str]] = Field(None, description='Generations with character reference are subject to the character reference pricing. A set of images to use as character references (maximum total size 10MB across all character references), currently only supports 1 character reference image. The images should be in JPEG, PNG or WebP format.') | character_reference_images_mask: Optional[List[str]] = Field(None, description='Optional masks for character reference images. When provided, must match the number of character_reference_images. Each mask should be a grayscale image of the same dimensions as the corresponding character reference image. The images should be in JPEG, PNG or WebP format.')",,BaseModel,comfy_api_nodes/apis/ideogram.py,193,IdeogramV3Request,COMFY-FORMAT-SCHEMA-0722,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema IdeogramV3Request.
IdeogramV4Request,executable Python typed schema,cloud/paid,code-inferred,high,"text_prompt: str | None = Field(None, description='Natural-language prompt; Magic Prompt is applied automatically. Supply exactly one of text_prompt or json_prompt.') | json_prompt: dict[str, Any] | None = Field(None, description='Structured V4 prompt object consumed directly (disables Magic Prompt). Supply exactly one of text_prompt or json_prompt.') | resolution: str | None = Field(None, description=""Output resolution in WIDTHxHEIGHT (e.g. '2048x2048')."") | rendering_speed: str | None = Field(None, description=""Rendering speed: 'TURBO', 'DEFAULT', or 'QUALITY'."") | enable_copyright_detection: bool | None = Field(None, description='Opt into post-generation copyright detection.')",,BaseModel,comfy_api_nodes/apis/ideogram.py,234,IdeogramV4Request,COMFY-FORMAT-SCHEMA-0723,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema IdeogramV4Request.
Member,executable Python typed schema,cloud/paid,code-inferred,high,"color: Optional[str] = Field(None, description='Hexadecimal color code', pattern='^#[0-9A-Fa-f]{6}$') | weight: Optional[float] = Field(None, description='Optional weight for the color (0-1)', ge=0.0, le=1.0)",,BaseModel,comfy_api_nodes/apis/ideogram.py,12,Member,COMFY-FORMAT-SCHEMA-0724,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Member.
ImageToVideoWithAudioRequest,executable Python typed schema,cloud/paid,code-inferred,high,"model_name: str = Field(...) | image: str = Field(...) | image_tail: str | None = Field(None) | duration: str = Field(...) | prompt: str | None = Field(...) | negative_prompt: str | None = Field(None) | mode: str = Field('pro') | sound: str = Field(..., description=""'on' or 'off'"") | multi_shot: bool | None = Field(None) | multi_prompt: list[MultiPromptEntry] | None = Field(None) | shot_type: str | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,123,ImageToVideoWithAudioRequest,COMFY-FORMAT-SCHEMA-0725,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ImageToVideoWithAudioRequest.
Kling3TurboContent,executable Python typed schema,cloud/paid,code-inferred,high,"type: str = Field(..., description=""'prompt' or 'first_frame'"") | text: str | None = Field(None, description='for type=prompt; <=2500 chars') | url: str | None = Field(None, description='for type=first_frame')",,BaseModel,comfy_api_nodes/apis/kling.py,165,Kling3TurboContent,COMFY-FORMAT-SCHEMA-0726,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Kling3TurboContent.
Kling3TurboCreateData,executable Python typed schema,cloud/paid,code-inferred,high,"id: str | None = Field(None, description='Task ID') | status: str | None = Field(None) | message: str | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,176,Kling3TurboCreateData,COMFY-FORMAT-SCHEMA-0727,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Kling3TurboCreateData.
Kling3TurboCreateResponse,executable Python typed schema,cloud/paid,code-inferred,high,code: int | None = Field(None) | message: str | None = Field(None) | request_id: str | None = Field(None) | data: Kling3TurboCreateData | None = Field(None),,BaseModel,comfy_api_nodes/apis/kling.py,182,Kling3TurboCreateResponse,COMFY-FORMAT-SCHEMA-0728,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Kling3TurboCreateResponse.
Kling3TurboImage2VideoRequest,executable Python typed schema,cloud/paid,code-inferred,high,"contents: list[Kling3TurboContent] = Field(..., description='prompt + first_frame materials') | settings: Kling3TurboSettings | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,171,Kling3TurboImage2VideoRequest,COMFY-FORMAT-SCHEMA-0729,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Kling3TurboImage2VideoRequest.
Kling3TurboOutput,executable Python typed schema,cloud/paid,code-inferred,high,"type: str | None = Field(None, description=""'video', 'image', 'audio', ..."") | id: str | None = Field(None) | url: str | None = Field(None) | duration: str | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,189,Kling3TurboOutput,COMFY-FORMAT-SCHEMA-0730,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Kling3TurboOutput.
Kling3TurboQueryResponse,executable Python typed schema,cloud/paid,code-inferred,high,code: int | None = Field(None) | message: str | None = Field(None) | request_id: str | None = Field(None) | data: list[Kling3TurboTaskData] | None = Field(None),,BaseModel,comfy_api_nodes/apis/kling.py,203,Kling3TurboQueryResponse,COMFY-FORMAT-SCHEMA-0731,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Kling3TurboQueryResponse.
Kling3TurboSettings,executable Python typed schema,cloud/paid,code-inferred,high,"resolution: str = Field('720p', description=""'720p' or '1080p'"") | aspect_ratio: str | None = Field(None, description=""'16:9'/'9:16'/'1:1'; text-to-video only"") | duration: int = Field(5, description='3-15 second')",,BaseModel,comfy_api_nodes/apis/kling.py,154,Kling3TurboSettings,COMFY-FORMAT-SCHEMA-0732,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Kling3TurboSettings.
Kling3TurboTaskData,executable Python typed schema,cloud/paid,code-inferred,high,"id: str | None = Field(None) | status: str | None = Field(None, description='submitted | processing | succeeded | failed') | message: str | None = Field(None) | outputs: list[Kling3TurboOutput] | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,196,Kling3TurboTaskData,COMFY-FORMAT-SCHEMA-0733,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Kling3TurboTaskData.
Kling3TurboText2VideoRequest,executable Python typed schema,cloud/paid,code-inferred,high,"prompt: str = Field(..., description=""<=3072 chars; may use multi-shot 'shot n, m, words; ...'"") | settings: Kling3TurboSettings | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,160,Kling3TurboText2VideoRequest,COMFY-FORMAT-SCHEMA-0734,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Kling3TurboText2VideoRequest.
KlingAvatarRequest,executable Python typed schema,cloud/paid,code-inferred,high,image: str = Field(...) | sound_file: str = Field(...) | prompt: str | None = Field(None) | mode: str = Field(...),,BaseModel,comfy_api_nodes/apis/kling.py,137,KlingAvatarRequest,COMFY-FORMAT-SCHEMA-0735,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema KlingAvatarRequest.
MotionControlRequest,executable Python typed schema,cloud/paid,code-inferred,high,"prompt: str = Field(...) | image_url: str = Field(...) | video_url: str = Field(...) | keep_original_sound: str = Field(...) | character_orientation: str = Field(...) | mode: str = Field(..., description=""'pro' or 'std'"") | model_name: str = Field(...)",,BaseModel,comfy_api_nodes/apis/kling.py,144,MotionControlRequest,COMFY-FORMAT-SCHEMA-0736,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema MotionControlRequest.
MultiPromptEntry,executable Python typed schema,cloud/paid,code-inferred,high,index: int = Field(...) | prompt: str = Field(...) | duration: str = Field(...),,BaseModel,comfy_api_nodes/apis/kling.py,4,MultiPromptEntry,COMFY-FORMAT-SCHEMA-0737,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema MultiPromptEntry.
OmniImageParamImage,executable Python typed schema,cloud/paid,code-inferred,high,image: str = Field(...),,BaseModel,comfy_api_nodes/apis/kling.py,94,OmniImageParamImage,COMFY-FORMAT-SCHEMA-0738,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema OmniImageParamImage.
OmniParamImage,executable Python typed schema,cloud/paid,code-inferred,high,"image_url: str = Field(...) | type: str | None = Field(None, description=""Can be 'first_frame' or 'end_frame'"")",,BaseModel,comfy_api_nodes/apis/kling.py,22,OmniParamImage,COMFY-FORMAT-SCHEMA-0739,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema OmniParamImage.
OmniParamVideo,executable Python typed schema,cloud/paid,code-inferred,high,"video_url: str = Field(...) | refer_type: str | None = Field(..., description=""Can be 'base' or 'feature'"") | keep_original_sound: str = Field(..., description=""'yes' or 'no'"")",,BaseModel,comfy_api_nodes/apis/kling.py,27,OmniParamVideo,COMFY-FORMAT-SCHEMA-0740,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema OmniParamVideo.
OmniProFirstLastFrameRequest,executable Python typed schema,cloud/paid,code-inferred,high,"model_name: str = Field(..., description='kling-video-o1') | image_list: list[OmniParamImage] = Field(..., min_length=1, max_length=7) | duration: str = Field(..., description=""'5' or '10'"") | prompt: str = Field(...) | mode: str = Field('pro') | sound: str | None = Field(None, description=""'on' or 'off'"") | multi_shot: bool | None = Field(None) | multi_prompt: list[MultiPromptEntry] | None = Field(None) | shot_type: str | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,33,OmniProFirstLastFrameRequest,COMFY-FORMAT-SCHEMA-0741,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema OmniProFirstLastFrameRequest.
OmniProImageRequest,executable Python typed schema,cloud/paid,code-inferred,high,"model_name: str = Field(...) | resolution: str = Field(...) | aspect_ratio: str | None = Field(...) | prompt: str = Field(...) | mode: str = Field('pro') | n: int | None = Field(1, le=9) | image_list: list[OmniImageParamImage] | None = Field(..., max_length=10) | result_type: str | None = Field(None, description=""Set to 'series' for series generation"") | series_amount: int | None = Field(None, ge=2, le=9, description='Number of images in a series')",,BaseModel,comfy_api_nodes/apis/kling.py,98,OmniProImageRequest,COMFY-FORMAT-SCHEMA-0742,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema OmniProImageRequest.
OmniProReferences2VideoRequest,executable Python typed schema,cloud/paid,code-inferred,high,"model_name: str = Field(..., description='kling-video-o1') | aspect_ratio: str | None = Field(..., description=""'16:9', '9:16' or '1:1'"") | image_list: list[OmniParamImage] | None = Field(None, max_length=7, description='Max length 4 when video is present.') | video_list: list[OmniParamVideo] | None = Field(None, max_length=1) | duration: str | None = Field(..., description='From 3 to 10.') | prompt: str = Field(...) | mode: str = Field('pro') | sound: str | None = Field(None, description=""'on' or 'off'"") | multi_shot: bool | None = Field(None) | multi_prompt: list[MultiPromptEntry] | None = Field(None) | shot_type: str | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,45,OmniProReferences2VideoRequest,COMFY-FORMAT-SCHEMA-0743,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema OmniProReferences2VideoRequest.
OmniProText2VideoRequest,executable Python typed schema,cloud/paid,code-inferred,high,"model_name: str = Field(..., description='kling-video-o1') | aspect_ratio: str = Field(..., description=""'16:9', '9:16' or '1:1'"") | duration: str = Field(..., description=""'5' or '10'"") | prompt: str = Field(...) | mode: str = Field('pro') | multi_shot: bool | None = Field(None) | multi_prompt: list[MultiPromptEntry] | None = Field(None) | shot_type: str | None = Field(None) | sound: str = Field(..., description=""'on' or 'off'"")",,BaseModel,comfy_api_nodes/apis/kling.py,10,OmniProText2VideoRequest,COMFY-FORMAT-SCHEMA-0744,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema OmniProText2VideoRequest.
TaskStatusImageResult,executable Python typed schema,cloud/paid,code-inferred,high,"index: int = Field(..., description='Image Number，0-9') | url: str = Field(..., description='URL for generated image')",,BaseModel,comfy_api_nodes/apis/kling.py,67,TaskStatusImageResult,COMFY-FORMAT-SCHEMA-0745,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TaskStatusImageResult.
TaskStatusResponse,executable Python typed schema,cloud/paid,code-inferred,high,"code: int | None = Field(None, description='Error code') | message: str | None = Field(None, description='Error message') | request_id: str | None = Field(None, description='Request ID') | data: TaskStatusResponseData | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,87,TaskStatusResponse,COMFY-FORMAT-SCHEMA-0746,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TaskStatusResponse.
TaskStatusResponseData,executable Python typed schema,cloud/paid,code-inferred,high,"created_at: int | None = Field(None, description='Task creation time') | updated_at: int | None = Field(None, description='Task update time') | task_status: str | None = None | task_status_msg: str | None = Field(None, description='Additional failure reason. Only for polling endpoint.') | task_id: str | None = Field(None, description='Task ID') | task_result: TaskStatusResults | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,78,TaskStatusResponseData,COMFY-FORMAT-SCHEMA-0747,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TaskStatusResponseData.
TaskStatusResults,executable Python typed schema,cloud/paid,code-inferred,high,videos: list[TaskStatusVideoResult] | None = Field(None) | images: list[TaskStatusImageResult] | None = Field(None) | series_images: list[TaskStatusImageResult] | None = Field(None),,BaseModel,comfy_api_nodes/apis/kling.py,72,TaskStatusResults,COMFY-FORMAT-SCHEMA-0748,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TaskStatusResults.
TaskStatusVideoResult,executable Python typed schema,cloud/paid,code-inferred,high,"duration: str | None = Field(None, description='Total video duration') | id: str | None = Field(None, description='Generated video ID') | url: str | None = Field(None, description='URL for generated video')",,BaseModel,comfy_api_nodes/apis/kling.py,61,TaskStatusVideoResult,COMFY-FORMAT-SCHEMA-0749,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TaskStatusVideoResult.
TextToVideoWithAudioRequest,executable Python typed schema,cloud/paid,code-inferred,high,"model_name: str = Field(...) | aspect_ratio: str = Field(..., description=""'16:9', '9:16' or '1:1'"") | duration: str = Field(...) | prompt: str | None = Field(...) | negative_prompt: str | None = Field(None) | mode: str = Field('pro') | sound: str = Field(..., description=""'on' or 'off'"") | multi_shot: bool | None = Field(None) | multi_prompt: list[MultiPromptEntry] | None = Field(None) | shot_type: str | None = Field(None)",,BaseModel,comfy_api_nodes/apis/kling.py,110,TextToVideoWithAudioRequest,COMFY-FORMAT-SCHEMA-0750,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TextToVideoWithAudioRequest.
KreaAssetResponse,executable Python typed schema,cloud/paid,code-inferred,high,id: str = Field(...) | image_url: str = Field(...) | uploaded_at: str = Field(...) | width: float | None = Field(default=None) | height: float | None = Field(default=None) | size_bytes: float | None = Field(default=None) | mime_type: str | None = Field(default=None),,BaseModel,comfy_api_nodes/apis/krea.py,39,KreaAssetResponse,COMFY-FORMAT-SCHEMA-0751,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema KreaAssetResponse.
KreaGenerateImageRequest,executable Python typed schema,cloud/paid,code-inferred,high,prompt: str = Field(...) | aspect_ratio: str = Field(...) | resolution: str = Field(...) | seed: int | None = Field(default=None) | creativity: str = Field(default='medium') | moodboards: list[KreaMoodboard] | None = Field(default=None) | image_style_references: list[KreaImageStyleReference] | None = Field(default=None),,BaseModel,comfy_api_nodes/apis/krea.py,16,KreaGenerateImageRequest,COMFY-FORMAT-SCHEMA-0752,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema KreaGenerateImageRequest.
KreaImageStyleReference,executable Python typed schema,cloud/paid,code-inferred,high,"strength: float = Field(..., ge=-2.0, le=2.0) | url: str | None = Field(default=None)",,BaseModel,comfy_api_nodes/apis/krea.py,11,KreaImageStyleReference,COMFY-FORMAT-SCHEMA-0753,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema KreaImageStyleReference.
KreaJob,executable Python typed schema,cloud/paid,code-inferred,high,job_id: str = Field(...) | status: str = Field(...) | created_at: str = Field(...) | completed_at: str | None = Field(default=None) | result: KreaJobResult | None = Field(default=None),,BaseModel,comfy_api_nodes/apis/krea.py,31,KreaJob,COMFY-FORMAT-SCHEMA-0754,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema KreaJob.
KreaJobResult,executable Python typed schema,cloud/paid,code-inferred,high,urls: list[str] | None = Field(default=None) | style_id: str | None = Field(default=None),,BaseModel,comfy_api_nodes/apis/krea.py,26,KreaJobResult,COMFY-FORMAT-SCHEMA-0755,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema KreaJobResult.
KreaMoodboard,executable Python typed schema,cloud/paid,code-inferred,high,"id: str = Field(...) | strength: float = Field(default=0.35, ge=-0.5, le=1.5)",,BaseModel,comfy_api_nodes/apis/krea.py,6,KreaMoodboard,COMFY-FORMAT-SCHEMA-0756,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema KreaMoodboard.
Luma2Generation,executable Python typed schema,cloud/paid,code-inferred,high,id: str | None = None | type: str | None = None | state: str | None = None | model: str | None = None | created_at: str | None = None | output: list[LumaImageReference] | None = None | failure_reason: str | None = None | failure_code: str | None = None,,BaseModel,comfy_api_nodes/apis/luma.py,297,Luma2Generation,COMFY-FORMAT-SCHEMA-0757,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Luma2Generation.
Luma2GenerationRequest,executable Python typed schema,cloud/paid,code-inferred,high,"prompt: str = Field(..., min_length=1, max_length=6000) | model: str | None = None | type: str | None = None | aspect_ratio: str | None = None | style: str | None = None | output_format: str | None = None | web_search: bool | None = None | image_ref: list[Luma2ImageRef] | None = None | source: Luma2ImageRef | None = None | video: Luma2VideoOptions | None = Field(None)",,BaseModel,comfy_api_nodes/apis/luma.py,284,Luma2GenerationRequest,COMFY-FORMAT-SCHEMA-0758,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Luma2GenerationRequest.
Luma2ImageRef,executable Python typed schema,cloud/paid,code-inferred,high,"url: str | None = None | data: str | None = None | media_type: str | None = None | generation_id: str | None = Field(None, description='reference a prior generation (extend / source reuse)')",,BaseModel,comfy_api_nodes/apis/luma.py,257,Luma2ImageRef,COMFY-FORMAT-SCHEMA-0759,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Luma2ImageRef.
Luma2VideoEdit,executable Python typed schema,cloud/paid,code-inferred,high,"auto_controls: bool | None = Field(None, description='derive a conditioning schedule from the source (recommended)') | strength: str | None = Field(None, description=""'adhere_1' .. 'reimagine_3'; constrained by IO.Combo"")",,BaseModel,comfy_api_nodes/apis/luma.py,264,Luma2VideoEdit,COMFY-FORMAT-SCHEMA-0760,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Luma2VideoEdit.
