feature_id,product,domain,name,classification,availability,evidence_level,confidence,source_file,symbol,test,documentation,runtime_observation,actor,trigger,preconditions,inputs_defaults,permissions_flags,success_behavior,interaction_accessibility,state_concurrency,error_recovery,persistence_serialization,interfaces_side_effects,platform_localization_variants,zed_status,zed_evidence,parity_gap,zed_acceptance,automated_validation,manual_validation,open_questions_assumptions
COMFY-A11Y-011,ComfyUI-Frontend,a11y,domWidget.spec: Position update when entering focus mode,test-backed behavior,active,test-backed,high,browser_tests/tests/domWidget.spec.ts:31,test('Position update when entering focus mode'),browser_tests/tests/domWidget.spec.ts:31,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Position update when entering focus mode,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `domWidget.spec: Position update when entering focus mode`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Position update when entering focus mode.",Adapt browser_tests/tests/domWidget.spec.ts:31 to the GPUI/protocol parity harness.,Replay Position update when entering focus mode with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-A11Y-012,ComfyUI-Frontend,a11y,focusMode.spec: Focus mode hides UI chrome,test-backed behavior,active,test-backed,high,browser_tests/tests/focusMode.spec.ts:7,test('Focus mode hides UI chrome'),browser_tests/tests/focusMode.spec.ts:7,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Focus mode hides UI chrome,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `focusMode.spec: Focus mode hides UI chrome`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Focus mode hides UI chrome.",Adapt browser_tests/tests/focusMode.spec.ts:7 to the GPUI/protocol parity harness.,Replay Focus mode hides UI chrome with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-A11Y-013,ComfyUI-Frontend,a11y,focusMode.spec: Focus mode restores UI chrome,test-backed behavior,active,test-backed,high,browser_tests/tests/focusMode.spec.ts:14,test('Focus mode restores UI chrome'),browser_tests/tests/focusMode.spec.ts:14,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Focus mode restores UI chrome,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `focusMode.spec: Focus mode restores UI chrome`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Focus mode restores UI chrome.",Adapt browser_tests/tests/focusMode.spec.ts:14 to the GPUI/protocol parity harness.,Replay Focus mode restores UI chrome with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-A11Y-014,ComfyUI-Frontend,a11y,focusMode.spec: Toggle focus mode command works,test-backed behavior,active,test-backed,high,browser_tests/tests/focusMode.spec.ts:22,test('Toggle focus mode command works'),browser_tests/tests/focusMode.spec.ts:22,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Toggle focus mode command works,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `focusMode.spec: Toggle focus mode command works`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Toggle focus mode command works.",Adapt browser_tests/tests/focusMode.spec.ts:22 to the GPUI/protocol parity harness.,Replay Toggle focus mode command works with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-A11Y-015,ComfyUI-Frontend,a11y,focusMode.spec: Focus mode hides topbar,test-backed behavior,active,test-backed,high,browser_tests/tests/focusMode.spec.ts:32,test('Focus mode hides topbar'),browser_tests/tests/focusMode.spec.ts:32,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Focus mode hides topbar,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `focusMode.spec: Focus mode hides topbar`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Focus mode hides topbar.",Adapt browser_tests/tests/focusMode.spec.ts:32 to the GPUI/protocol parity harness.,Replay Focus mode hides topbar with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-A11Y-016,ComfyUI-Frontend,a11y,focusMode.spec: Canvas remains visible in focus mode,test-backed behavior,active,test-backed,high,browser_tests/tests/focusMode.spec.ts:41,test('Canvas remains visible in focus mode'),browser_tests/tests/focusMode.spec.ts:41,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Canvas remains visible in focus mode,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `focusMode.spec: Canvas remains visible in focus mode`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Canvas remains visible in focus mode.",Adapt browser_tests/tests/focusMode.spec.ts:41 to the GPUI/protocol parity harness.,Replay Canvas remains visible in focus mode with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-A11Y-017,ComfyUI-Frontend,a11y,focusMode.spec: Focus mode can be toggled multiple times,test-backed behavior,active,test-backed,high,browser_tests/tests/focusMode.spec.ts:47,test('Focus mode can be toggled multiple times'),browser_tests/tests/focusMode.spec.ts:47,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Focus mode can be toggled multiple times,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `focusMode.spec: Focus mode can be toggled multiple times`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Focus mode can be toggled multiple times.",Adapt browser_tests/tests/focusMode.spec.ts:47 to the GPUI/protocol parity harness.,Replay Focus mode can be toggled multiple times with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-A11Y-018,ComfyUI-Frontend,a11y,focusMode.spec: Focus mode toggle preserves properties panel width,test-backed behavior,active,test-backed,high,browser_tests/tests/focusMode.spec.ts:58,test('Focus mode toggle preserves properties panel width'),browser_tests/tests/focusMode.spec.ts:58,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Focus mode toggle preserves properties panel width,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `focusMode.spec: Focus mode toggle preserves properties panel width`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Focus mode toggle preserves properties panel width.",Adapt browser_tests/tests/focusMode.spec.ts:58 to the GPUI/protocol parity harness.,Replay Focus mode toggle preserves properties panel width with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-A11Y-019,ComfyUI-Frontend,a11y,nodeSearchBox.spec: Has correct aria-labels on search results,test-backed behavior,active,test-backed,high,browser_tests/tests/nodeSearchBox.spec.ts:140,test('Has correct aria-labels on search results'),browser_tests/tests/nodeSearchBox.spec.ts:140,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Has correct aria-labels on search results,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeSearchBox.spec: Has correct aria-labels on search results`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Has correct aria-labels on search results.",Adapt browser_tests/tests/nodeSearchBox.spec.ts:140 to the GPUI/protocol parity harness.,Replay Has correct aria-labels on search results with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-A11Y-020,ComfyUI-Frontend,a11y,nodeSearchBox.spec: focuses input after adding a filter,test-backed behavior,active,test-backed,high,browser_tests/tests/nodeSearchBox.spec.ts:264,test('focuses input after adding a filter'),browser_tests/tests/nodeSearchBox.spec.ts:264,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,focuses input after adding a filter,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeSearchBox.spec: focuses input after adding a filter`.,"With the same deterministic fixture, Zed passes the behavioral assertion: focuses input after adding a filter.",Adapt browser_tests/tests/nodeSearchBox.spec.ts:264 to the GPUI/protocol parity harness.,Replay focuses input after adding a filter with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
