path,classification,feature_ids,coverage_disposition,reason
projects/comfy/Comfy-Desktop/src/renderer/src/components/FeedbackModal.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ImportPreviewModal.vue,production,COMFY-DESKTOP-051;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-8D9541B1CC22,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-8D9541B1CC22; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/InfoTooltip.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/InfoTooltip.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/InlineRichText.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/InstallNamePath.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/InstallNamePath.vue,production,COMFY-DESKTOP-001;COMFY-DESKTOP-RENDERER-11ACBC4B9075,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-11ACBC4B9075; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/MigrateConfirmBody.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/MigrationBanner.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/MigrationBanner.vue,production,COMFY-DESKTOP-001;COMFY-DESKTOP-RENDERER-B1BC51035F77,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-B1BC51035F77; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/Modal.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-A3C67D192026,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-A3C67D192026; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ModalDialog.vue,production,COMFY-DESKTOP-095;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-F9C1DABEC9B9,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-F9C1DABEC9B9; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ModalShell.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-54F98FAB2836,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-54F98FAB2836; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/PathDiskInfo.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ProgressStep.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/RestoreModal.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-DD2CFC73EDF9,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-DD2CFC73EDF9; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotDiffView.vue,production,COMFY-DESKTOP-121;COMFY-DESKTOP-RENDERER-8E1D70D56A8F,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-8E1D70D56A8F; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotFilePreviewContent.vue,production,COMFY-DESKTOP-121;COMFY-DESKTOP-RENDERER-2F898A4C9F1C,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-2F898A4C9F1C; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotInspector.vue,production,COMFY-DESKTOP-121;COMFY-DESKTOP-RENDERER-6237AC4E4458,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-6237AC4E4458; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue,production,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/StorageItemIcon.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TakeoverBack.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TakeoverBack.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TakeoverHeader.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TemplatePickerStep.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TemplatePickerStep.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TermsModal.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TermsModal.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TitleBar.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-A367B9A056D8,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-A367B9A056D8; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TooltipWrap.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TruncatedText.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/TruncatedText.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/VariantCardGrid.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/WhyTryCloudModal.vue,production,COMFY-DESKTOP-162;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-44373866E776,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-44373866E776; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ZoomBanner.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/icons/BrandProgressGlyph.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/icons/ComfyCLogo.vue,production,COMFY-DESKTOP-095;COMFY-DESKTOP-RENDERER-03024D76F761,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-03024D76F761; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/icons/ComfyWordmark.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/settings/ComfyUISettingsContent.test.ts,test-only,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/settings/ComfyUISettingsContent.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-895AD039F8D5,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-895AD039F8D5; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseAccordion.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseActionSheet.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseActionSheet.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseAlert.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseAlert.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseCopyButton.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseInput.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseMenu.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseModal.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseModal.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-1923FB082EFD,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-1923FB082EFD; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BasePrompt.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BasePrompt.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseSelect.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/OperationErrorDetail.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/Tooltip.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/Tooltip.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/index.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/actionShoppingList.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useActionGuard.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useActionGuard.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useAdoptAction.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useAdoptPromptBridge.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useAdoptPromptBridge.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useAppUpdatePrompts.ts,production,COMFY-DESKTOP-107,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useArgsAutocomplete.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useArgsAutocomplete.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useCloudCapacity.test.ts,test-only,COMFY-DESKTOP-162,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useCloudCapacity.ts,production,COMFY-DESKTOP-162,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useComfyUISettings.test.ts,test-only,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useComfyUISettings.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useDeepLinkRouter.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useDialogs.test.ts,test-only,COMFY-DESKTOP-095,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useDialogs.ts,production,COMFY-DESKTOP-095,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useDownloadThumbnail.ts,production,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useElectronApi.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useElectronApi.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstallContextMenu.test.ts,test-only,COMFY-DESKTOP-001;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstallContextMenu.ts,production,COMFY-DESKTOP-001;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstallCta.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstallCta.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstallList.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstallList.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstanceActions.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstanceActions.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstanceNavState.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useInstanceNavState.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useLauncherPrefs.test.ts,test-only,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useLauncherPrefs.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useListAction.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useListAction.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useLocalInstanceGuard.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useLocalInstanceGuard.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useMigrateAction.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useModal.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useModal.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useModalOverlay.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useOverlay.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useOverlay.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/usePlatform.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useReturnToDashboardConfirm.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useReturnToDashboardConfirm.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useSendFeedback.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useStopAction.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useTemplateTabs.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useTemplateTabs.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useTerminalScroll.ts,production,COMFY-DESKTOP-091,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useTheme.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useThumbnailPrefetch.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useThumbnailPrefetch.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useTooltip.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/composables/useTruncation.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/env.d.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/i18n.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/argsParser.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/argsParser.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/colorScheme.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/datadogPathNormalization.test.ts,test-only,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/datadogPathNormalization.ts,production,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/datetime.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/downloadFormatters.ts,production,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/draggableList.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/draggableList.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/findAction.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/findAction.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/formatting.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/i18nFactory.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/i18nMessages.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/installHelpers.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/installHelpers.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/installTypeIcon.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/installTypeIcon.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/legalDocs.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/legalDocs.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/localeCoverage.test.ts,test-only,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/modalLinkify.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/openablePath.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/openablePath.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/pickerProgressRouting.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/pickerProgressRouting.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/pickerTabs.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/pickerTabs.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/progressOpKind.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/progressStatusLabel.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/progressStatusLabel.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
