node_identifier,class_name,display_name,category,product,classification,availability,evidence_level,confidence,schema_api,schema_source,inputs,outputs,input_is_list,output_is_list,lazy_inputs,output_node,execution_function,validation,caching,change_detection,execution_blocking,error_behavior,source_file,source_symbol,source_line,test_evidence,registration_evidence,feature_id
SamplerCustomAdvanced,SamplerCustomAdvanced,SamplerCustomAdvanced,model/sampling/custom,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerCustomAdvanced', category='model/sampling/custom', inputs=[io.Noise.Input('noise'), io.Guider.Input('guider'), io.Sampler.Input('sampler'), io.Sigmas.Input('sigmas'), io.Latent.Input('latent_image')], outputs=[io.Latent.Output(display_name='output'), io.Latent.Output(display_name='denoised_output')])",io.Noise.Input:noise | io.Guider.Input:guider | io.Sampler.Input:sampler | io.Sigmas.Input:sigmas | io.Latent.Input:latent_image,io.Latent.Output:(display_name='output') | io.Latent.Output:(display_name='denoised_output'),False,"[false, false]",False,False,SamplerCustomAdvanced.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerCustomAdvanced,1013,,ComfyExtension.get_node_list,COMFY-NODE-0570
SamplerDPMAdaptative,SamplerDPMAdaptative,SamplerDPMAdaptative,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerDPMAdaptative', category='model/sampling/samplers', inputs=[io.Int.Input('order', default=3, min=2, max=3, advanced=True), io.Float.Input('rtol', default=0.05, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('atol', default=0.0078, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('h_init', default=0.05, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('pcoeff', default=0.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('icoeff', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('dcoeff', default=0.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('accept_safety', default=0.81, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('eta', default=0.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('s_noise', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True)], outputs=[io.Sampler.Output()])",io.Int.Input:order(default=3;min=2;max=3;advanced=True) | io.Float.Input:rtol(default=0.05;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:atol(default=0.0078;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:h_init(default=0.05;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:pcoeff(default=0.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:icoeff(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:dcoeff(default=0.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:accept_safety(default=0.81;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:eta(default=0.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:s_noise(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True),io.Sampler.Output:,False,[false],False,False,SamplerDPMAdaptative.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerDPMAdaptative,554,,ComfyExtension.get_node_list,COMFY-NODE-0571
SamplerDPMPP_2M_SDE,SamplerDPMPP_2M_SDE,SamplerDPMPP_2M_SDE,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerDPMPP_2M_SDE', category='model/sampling/samplers', inputs=[io.Combo.Input('solver_type', options=['midpoint', 'heun']), io.Float.Input('eta', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('s_noise', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Combo.Input('noise_device', options=['gpu', 'cpu'], advanced=True)], outputs=[io.Sampler.Output()])","io.Combo.Input:solver_type(options=['midpoint', 'heun']) | io.Float.Input:eta(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:s_noise(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Combo.Input:noise_device(options=['gpu', 'cpu'];advanced=True)",io.Sampler.Output:,False,[false],False,False,SamplerDPMPP_2M_SDE.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerDPMPP_2M_SDE,421,,ComfyExtension.get_node_list,COMFY-NODE-0572
SamplerDPMPP_2S_Ancestral,SamplerDPMPP_2S_Ancestral,SamplerDPMPP_2S_Ancestral,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerDPMPP_2S_Ancestral', category='model/sampling/samplers', inputs=[io.Float.Input('eta', default=1.0, min=0.0, max=100.0, step=0.01, round=False), io.Float.Input('s_noise', default=1.0, min=0.0, max=100.0, step=0.01, round=False)], outputs=[io.Sampler.Output()])",io.Float.Input:eta(default=1.0;min=0.0;max=100.0;step=0.01) | io.Float.Input:s_noise(default=1.0;min=0.0;max=100.0;step=0.01),io.Sampler.Output:,False,[false],False,False,SamplerDPMPP_2S_Ancestral.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerDPMPP_2S_Ancestral,474,,ComfyExtension.get_node_list,COMFY-NODE-0573
SamplerDPMPP_3M_SDE,SamplerDPMPP_3M_SDE,SamplerDPMPP_3M_SDE,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerDPMPP_3M_SDE', category='model/sampling/samplers', inputs=[io.Float.Input('eta', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('s_noise', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Combo.Input('noise_device', options=['gpu', 'cpu'], advanced=True)], outputs=[io.Sampler.Output()])","io.Float.Input:eta(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:s_noise(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Combo.Input:noise_device(options=['gpu', 'cpu'];advanced=True)",io.Sampler.Output:,False,[false],False,False,SamplerDPMPP_3M_SDE.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerDPMPP_3M_SDE,396,,ComfyExtension.get_node_list,COMFY-NODE-0574
SamplerDPMPP_SDE,SamplerDPMPP_SDE,SamplerDPMPP_SDE,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerDPMPP_SDE', category='model/sampling/samplers', inputs=[io.Float.Input('eta', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('s_noise', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('r', default=0.5, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Combo.Input('noise_device', options=['gpu', 'cpu'], advanced=True)], outputs=[io.Sampler.Output()])","io.Float.Input:eta(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:s_noise(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:r(default=0.5;min=0.0;max=100.0;step=0.01;advanced=True) | io.Combo.Input:noise_device(options=['gpu', 'cpu'];advanced=True)",io.Sampler.Output:,False,[false],False,False,SamplerDPMPP_SDE.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerDPMPP_SDE,448,,ComfyExtension.get_node_list,COMFY-NODE-0575
SamplerER_SDE,SamplerER_SDE,SamplerER_SDE,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerER_SDE', category='model/sampling/samplers', inputs=[io.Combo.Input('solver_type', options=['ER-SDE', 'Reverse-time SDE', 'ODE']), io.Int.Input('max_stage', default=3, min=1, max=3, advanced=True), io.Float.Input('eta', default=1.0, min=0.0, max=100.0, step=0.01, round=False, tooltip=""Stochastic strength of reverse-time SDE.\nWhen eta=0, it reduces to deterministic ODE. This setting doesn't apply to ER-SDE solver type."", advanced=True), io.Float.Input('s_noise', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True)], outputs=[io.Sampler.Output()])","io.Combo.Input:solver_type(options=['ER-SDE', 'Reverse-time SDE', 'ODE']) | io.Int.Input:max_stage(default=3;min=1;max=3;advanced=True) | io.Float.Input:eta(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:s_noise(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True)",io.Sampler.Output:,False,[false],False,False,SamplerER_SDE.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerER_SDE,585,,ComfyExtension.get_node_list,COMFY-NODE-0576
SamplerEulerAncestral,SamplerEulerAncestral,SamplerEulerAncestral,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerEulerAncestral', category='model/sampling/samplers', inputs=[io.Float.Input('eta', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Float.Input('s_noise', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True)], outputs=[io.Sampler.Output()])",io.Float.Input:eta(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:s_noise(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True),io.Sampler.Output:,False,[false],False,False,SamplerEulerAncestral.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerEulerAncestral,494,,ComfyExtension.get_node_list,COMFY-NODE-0577
SamplerEulerAncestralCFGPP,SamplerEulerAncestralCFGPP,SamplerEulerAncestralCFG++,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerEulerAncestralCFGPP', display_name='SamplerEulerAncestralCFG++', category='model/sampling/samplers', inputs=[io.Float.Input('eta', default=1.0, min=0.0, max=1.0, step=0.01, round=False), io.Float.Input('s_noise', default=1.0, min=0.0, max=10.0, step=0.01, round=False)], outputs=[io.Sampler.Output()])",io.Float.Input:eta(default=1.0;min=0.0;max=1.0;step=0.01) | io.Float.Input:s_noise(default=1.0;min=0.0;max=10.0;step=0.01),io.Sampler.Output:,False,[false],False,False,SamplerEulerAncestralCFGPP.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerEulerAncestralCFGPP,514,,ComfyExtension.get_node_list,COMFY-NODE-0578
SamplerEulerCFGpp,SamplerEulerCFGpp,SamplerEulerCFG++,experimental,ComfyUI,built-in node,experimental,code-inferred,high,V3,"@classmethod def define_schema(cls) -> io.Schema: return io.Schema(node_id='SamplerEulerCFGpp', display_name='SamplerEulerCFG++', category='experimental', inputs=[io.Combo.Input('version', options=['regular', 'alternative'], advanced=True)], outputs=[io.Sampler.Output()], is_experimental=True)","io.Combo.Input:version(options=['regular', 'alternative'];advanced=True)",io.Sampler.Output:,False,[false],False,False,SamplerEulerCFGpp.execute (comfy_extras/nodes_advanced_samplers.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_advanced_samplers.py,SamplerEulerCFGpp,120,,ComfyExtension.get_node_list,COMFY-NODE-0579
SamplerLCM,SamplerLCM,SamplerLCM,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls) -> io.Schema: return io.Schema(node_id='SamplerLCM', category='model/sampling/samplers', description=""LCM sampler with tunable per-step noise. s_noise is a multiplier on the model's training noise scale"", inputs=[io.Float.Input('s_noise', default=1.0, min=0.0, max=64.0, step=0.01, tooltip='Per-step noise multiplier at the first step (1.0 = match training).'), io.Float.Input('s_noise_end', default=1.0, min=0.0, max=64.0, step=0.01, tooltip='Per-step noise multiplier at the last step. Set equal to s_noise for a constant schedule.'), io.Float.Input('noise_clip_std', default=0.0, min=0.0, max=10.0, step=0.01, tooltip='Clamp per-step noise to +/- N*std. 0 disables.')], outputs=[io.Sampler.Output()])",io.Float.Input:s_noise(default=1.0;min=0.0;max=64.0;step=0.01) | io.Float.Input:s_noise_end(default=1.0;min=0.0;max=64.0;step=0.01) | io.Float.Input:noise_clip_std(default=0.0;min=0.0;max=10.0;step=0.01),io.Sampler.Output:,False,[false],False,False,SamplerLCM.execute (comfy_extras/nodes_advanced_samplers.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_advanced_samplers.py,SamplerLCM,89,,ComfyExtension.get_node_list,COMFY-NODE-0580
SamplerLCMUpscale,SamplerLCMUpscale,SamplerLCMUpscale,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls) -> io.Schema: return io.Schema(node_id='SamplerLCMUpscale', category='model/sampling/samplers', inputs=[io.Float.Input('scale_ratio', default=1.0, min=0.1, max=20.0, step=0.01, advanced=True), io.Int.Input('scale_steps', default=-1, min=-1, max=1000, step=1, advanced=True), io.Combo.Input('upscale_method', options=cls.UPSCALE_METHODS)], outputs=[io.Sampler.Output()])",io.Float.Input:scale_ratio(default=1.0;min=0.1;max=20.0;step=0.01;advanced=True) | io.Int.Input:scale_steps(default=-1;min=-1;max=1000;step=1;advanced=True) | io.Combo.Input:upscale_method(options=cls.UPSCALE_METHODS),io.Sampler.Output:,False,[false],False,False,SamplerLCMUpscale.execute (comfy_extras/nodes_advanced_samplers.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_advanced_samplers.py,SamplerLCMUpscale,41,,ComfyExtension.get_node_list,COMFY-NODE-0581
SamplerLMS,SamplerLMS,SamplerLMS,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerLMS', category='model/sampling/samplers', inputs=[io.Int.Input('order', default=4, min=1, max=100, advanced=True)], outputs=[io.Sampler.Output()])",io.Int.Input:order(default=4;min=1;max=100;advanced=True),io.Sampler.Output:,False,[false],False,False,SamplerLMS.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerLMS,537,,ComfyExtension.get_node_list,COMFY-NODE-0582
SamplerSASolver,SamplerSASolver,SamplerSASolver,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerSASolver', search_aliases=['sde'], category='model/sampling/samplers', inputs=[io.Model.Input('model'), io.Float.Input('eta', default=1.0, min=0.0, max=10.0, step=0.01, round=False, advanced=True), io.Float.Input('sde_start_percent', default=0.2, min=0.0, max=1.0, step=0.001, advanced=True), io.Float.Input('sde_end_percent', default=0.8, min=0.0, max=1.0, step=0.001, advanced=True), io.Float.Input('s_noise', default=1.0, min=0.0, max=100.0, step=0.01, round=False, advanced=True), io.Int.Input('predictor_order', default=3, min=1, max=6, advanced=True), io.Int.Input('corrector_order', default=4, min=0, max=6, advanced=True), io.Boolean.Input('use_pece', advanced=True), io.Boolean.Input('simple_order_2', advanced=True)], outputs=[io.Sampler.Output()])",io.Model.Input:model | io.Float.Input:eta(default=1.0;min=0.0;max=10.0;step=0.01;advanced=True) | io.Float.Input:sde_start_percent(default=0.2;min=0.0;max=1.0;step=0.001;advanced=True) | io.Float.Input:sde_end_percent(default=0.8;min=0.0;max=1.0;step=0.001;advanced=True) | io.Float.Input:s_noise(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Int.Input:predictor_order(default=3;min=1;max=6;advanced=True) | io.Int.Input:corrector_order(default=4;min=0;max=6;advanced=True) | io.Boolean.Input:use_pece(advanced=True) | io.Boolean.Input:simple_order_2(advanced=True),io.Sampler.Output:,False,[false],False,False,SamplerSASolver.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerSASolver,622,,ComfyExtension.get_node_list,COMFY-NODE-0583
SamplerSEEDS2,SamplerSEEDS2,SamplerSEEDS2,model/sampling/samplers,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplerSEEDS2', search_aliases=['sde', 'exp heun'], category='model/sampling/samplers', inputs=[io.Combo.Input('solver_type', options=['phi_1', 'phi_2']), io.Float.Input('eta', default=1.0, min=0.0, max=100.0, step=0.01, round=False, tooltip='Stochastic strength', advanced=True), io.Float.Input('s_noise', default=1.0, min=0.0, max=100.0, step=0.01, round=False, tooltip='SDE noise multiplier', advanced=True), io.Float.Input('r', default=0.5, min=0.01, max=1.0, step=0.01, round=False, tooltip='Relative step size for the intermediate stage (c2 node)', advanced=True)], outputs=[io.Sampler.Output()], description='This sampler node can represent multiple samplers:\n\nseeds_2\n- default setting\n\nexp_heun_2_x0\n- solver_type=phi_2, r=1.0, eta=0.0\n\nexp_heun_2_x0_sde\n- solver_type=phi_2, r=1.0, eta=1.0, s_noise=1.0')","io.Combo.Input:solver_type(options=['phi_1', 'phi_2']) | io.Float.Input:eta(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:s_noise(default=1.0;min=0.0;max=100.0;step=0.01;advanced=True) | io.Float.Input:r(default=0.5;min=0.01;max=1.0;step=0.01;advanced=True)",io.Sampler.Output:,False,[false],False,False,SamplerSEEDS2.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplerSEEDS2,667,,ComfyExtension.get_node_list,COMFY-NODE-0584
SamplingPercentToSigma,SamplingPercentToSigma,SamplingPercentToSigma,model/sampling/sigmas,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SamplingPercentToSigma', category='model/sampling/sigmas', inputs=[io.Model.Input('model'), io.Float.Input('sampling_percent', default=0.0, min=0.0, max=1.0, step=0.0001), io.Boolean.Input('return_actual_sigma', default=False, tooltip='Return the actual sigma value instead of the value used for interval checks.\nThis only affects results at 0.0 and 1.0.')], outputs=[io.Float.Output(display_name='sigma_value')])",io.Model.Input:model | io.Float.Input:sampling_percent(default=0.0;min=0.0;max=1.0;step=0.0001) | io.Boolean.Input:return_actual_sigma(default=False),io.Float.Output:(display_name='sigma_value'),False,[false],False,False,SamplingPercentToSigma.execute (comfy_extras/nodes_custom_sampler.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_custom_sampler.py,SamplingPercentToSigma,351,,ComfyExtension.get_node_list,COMFY-NODE-0585
SaveAnimatedPNG,SaveAnimatedPNG,Save Animated PNG,image,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return IO.Schema(node_id='SaveAnimatedPNG', display_name='Save Animated PNG', category='image', inputs=[IO.Image.Input('images'), IO.String.Input('filename_prefix', default='ComfyUI'), IO.Float.Input('fps', default=6.0, min=0.01, max=1000.0, step=0.01), IO.Int.Input('compress_level', default=4, min=0, max=9, advanced=True)], hidden=[IO.Hidden.prompt, IO.Hidden.extra_pnginfo], is_output_node=True, outputs=[IO.Image.Output(display_name='images')])",IO.Image.Input:images | IO.String.Input:filename_prefix(default='ComfyUI') | IO.Float.Input:fps(default=6.0;min=0.01;max=1000.0;step=0.01) | IO.Int.Input:compress_level(default=4;min=0;max=9;advanced=True),IO.Image.Output:(display_name='images'),False,[false],False,True,SaveAnimatedPNG.execute (comfy_extras/nodes_images.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_images.py,SaveAnimatedPNG,236,,ComfyExtension.get_node_list,COMFY-NODE-0586
SaveAnimatedWEBP,SaveAnimatedWEBP,Save Animated WEBP,image,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return IO.Schema(node_id='SaveAnimatedWEBP', display_name='Save Animated WEBP', category='image', inputs=[IO.Image.Input('images'), IO.String.Input('filename_prefix', default='ComfyUI'), IO.Float.Input('fps', default=6.0, min=0.01, max=1000.0, step=0.01), IO.Boolean.Input('lossless', default=True), IO.Int.Input('quality', default=80, min=0, max=100), IO.Combo.Input('method', options=list(cls.COMPRESS_METHODS.keys()))], hidden=[IO.Hidden.prompt, IO.Hidden.extra_pnginfo], is_output_node=True, outputs=[IO.Image.Output(display_name='images')])",IO.Image.Input:images | IO.String.Input:filename_prefix(default='ComfyUI') | IO.Float.Input:fps(default=6.0;min=0.01;max=1000.0;step=0.01) | IO.Boolean.Input:lossless(default=True) | IO.Int.Input:quality(default=80;min=0;max=100) | IO.Combo.Input:method(options=list(cls.COMPRESS_METHODS.keys())),IO.Image.Output:(display_name='images'),False,[false],False,True,SaveAnimatedWEBP.execute (comfy_extras/nodes_images.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_images.py,SaveAnimatedWEBP,197,,ComfyExtension.get_node_list,COMFY-NODE-0587
SaveAudio,SaveAudio,Save Audio (FLAC) (DEPRECATED),audio,ComfyUI,built-in node,deprecated/dead,code-inferred,high,V3,"@classmethod def define_schema(cls): return IO.Schema(node_id='SaveAudio', search_aliases=['export flac'], display_name='Save Audio (FLAC) (DEPRECATED)', category='audio', essentials_category='Audio', inputs=[IO.Audio.Input('audio'), IO.String.Input('filename_prefix', default='audio/ComfyUI')], hidden=[IO.Hidden.prompt, IO.Hidden.extra_pnginfo], is_deprecated=True, is_output_node=True, outputs=[IO.Audio.Output('audio')])",IO.Audio.Input:audio | IO.String.Input:filename_prefix(default='audio/ComfyUI'),IO.Audio.Output:audio,False,[false],False,True,SaveAudio.execute (comfy_extras/nodes_audio.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,class raises: ValueError('SaveAudio: input audio is None (source video may have no audio track).'); uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_audio.py,SaveAudio,155,,ComfyExtension.get_node_list,COMFY-NODE-0588
SaveAudioAdvanced,SaveAudioAdvanced,Save Audio (Advanced),audio,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return IO.Schema(node_id='SaveAudioAdvanced', search_aliases=['save audio', 'export audio', 'output audio', 'write audio', 'flac', 'mp3', 'opus'], display_name='Save Audio (Advanced)', description='Saves the input audio to your ComfyUI output directory.', category='audio', inputs=[IO.Audio.Input('audio', tooltip='The audio to save.'), IO.String.Input('filename_prefix', default='audio/ComfyUI', tooltip='The prefix for the file to save. May include formatting tokens such as %date:yyyy-MM-dd%.'), IO.DynamicCombo.Input('format', options=[IO.DynamicCombo.Option('flac', []), IO.DynamicCombo.Option('mp3', [IO.Combo.Input('quality', options=['V0', '128k', '320k'], default='V0')]), IO.DynamicCombo.Option('opus', [IO.Combo.Input('quality', options=['64k', '96k', '128k', '192k', '320k'], default='128k')])], tooltip='The file format in which to save the audio.')], hidden=[IO.Hidden.prompt, IO.Hidden.extra_pnginfo], is_output_node=True, outputs=[IO.Audio.Output('audio')])","IO.Audio.Input:audio | IO.String.Input:filename_prefix(default='audio/ComfyUI') | IO.DynamicCombo.Input:format(options=[IO.DynamicCombo.Option('flac', []), IO.DynamicCombo.Option('mp3', [IO.Combo.Input('quality', options=['V0', '128k', '320k'], default='V0')]), IO.DynamicCombo.Option('opus', [IO.Combo.Input('quality', options=['64k', '96k', '128k', '192k', '320k'], default='128k')])]) | IO.Combo.Input:quality(options=['V0', '128k', '320k'];default='V0') | IO.Combo.Input:quality(options=['64k', '96k', '128k', '192k', '320k'];default='128k')",IO.Audio.Output:audio,False,[false],False,True,SaveAudioAdvanced.execute (comfy_extras/nodes_audio.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_audio.py,SaveAudioAdvanced,247,,ComfyExtension.get_node_list,COMFY-NODE-0589
