feature_id,disposition,placement,owner_task_id
COMFY-FRONTEND-SURFACE-D7C62E120194,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-769A35978B37,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-D166CA732762,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F5D66989BD32,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-4B7ED56BA12B,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-69DA6AB5261B,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-2EF9F912C776,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-6407E1AF5D2D,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-BB65CB57BA95,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-753EAFEF7C68,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-6993D0EEB897,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-DA77D2902178,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-BBD3C6A891E4,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-FED50A059D32,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-4C910B3F028D,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-BF3CDD9A5EE8,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-14A925E1BF0F,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B77B14CA23F9,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-609008E3A303,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F36112177C64,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-2FB90A399DBB,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-23A74DA997BC,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-986F13EF21EF,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-BA38833BABF8,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-31FFB3C2025A,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-1E2DA3A19C1F,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-C6FC2554B901,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-168FC80DAF24,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-95BC5EF49B1A,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-248A71583785,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-FAA8B12E60DA,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-05AD14D63A8B,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-75B4EDD95964,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-98A7A037D62F,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-BF7B07D1DE49,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-BDB7C43A091A,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-DAF22F38690B,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B4844BCDD515,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-FACB153D351E,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-8E5E32D745F3,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A33F7423DEB5,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-DC49483919EC,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F427EC7146CD,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-8FCA5B6760B1,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B9D23C5E22DB,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-1D2AD08C7EAA,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-C523059E5BA9,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B9D6AC3B9DBB,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-0E971B0663DD,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E405F089F3A3,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-72DD1C1F6359,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-90649C6A5821,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-ECEBBC28A9AD,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-1426114214F1,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-BC150D5F1C40,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-932B6FC4C101,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-D0319FC84FF0,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-AD290481C634,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-6F5EE356A779,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-37DE8040E6E6,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B0CF14A5D1F0,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-EF244D0D66C6,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F07F6ACC94FF,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-3BB06F486C13,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-7A800B5C0408,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-0B160CBAF12B,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E20A580F4807,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-E82E5FE6ED81,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-81E790B4E3D3,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-306F96B6C582,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A91BD95060FC,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-6300A04F7313,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-318DDE02B31F,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-6E582D5AC7B0,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-E8E11DC98E7B,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-C1EAC2E33901,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-C0988F56ACFE,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-5472023439AD,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-C435EF437796,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-298DFCE3E568,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-544A27D61868,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-57372DA39CBA,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-1A9009063D2E,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-AB401547E523,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-022FEB87A584,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-FF3F196E152C,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-AA55606E24D7,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
