record_id,path,title,description,role,domain,availability,document_evidence_level,corroboration_status,corroborated_feature_ids,native_parity_treatment
COMFY-DOC-97345CFBE2B4,manager/pack-management.mdx,Custom nodes (new UI),"Install, update, and manage custom nodes with ComfyUI-Manager using the new interface",English product page,manager,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B1ED7BA7E825,manager/troubleshooting.mdx,Troubleshooting,Resolve common ComfyUI-Manager issues,English product page,manager,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E73CD62F4EFB,registry/api-reference/nodes/create-a-new-custom-node.mdx,create-a-new-custom-node,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-08DF5A4DD839,registry/api-reference/nodes/delete-a-specific-node.mdx,delete-a-specific-node,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D06270A2A79B,registry/api-reference/nodes/retrieve-a-specific-node-by-id.mdx,retrieve-a-specific-node-by-id,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-EB852489E223,registry/api-reference/nodes/retrieve-all-nodes.mdx,retrieve-all-nodes,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4EB3A1586C8D,registry/api-reference/nodes/retrieves-a-list-of-nodes.mdx,retrieves-a-list-of-nodes,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8D5B8FE48206,registry/api-reference/nodes/returns-a-node-version-to-be-installed.mdx,returns-a-node-version-to-be-installed,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4E7B83C468E6,registry/api-reference/nodes/update-a-specific-node.mdx,update-a-specific-node,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B1B012ED2FD1,registry/api-reference/overview.mdx,API Overview,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1A3724FE1674,registry/api-reference/publishers/create-a-new-publisher.mdx,create-a-new-publisher,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-6A54E6625156,registry/api-reference/publishers/delete-a-publisher.mdx,delete-a-publisher,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-18F13EA004C2,registry/api-reference/publishers/retrieve-a-publisher-by-id.mdx,retrieve-a-publisher-by-id,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-3F673C466DDB,registry/api-reference/publishers/retrieve-all-publishers-for-a-given-user.mdx,retrieve-all-publishers-for-a-given-user,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2AAF3D588841,registry/api-reference/publishers/retrieve-all-publishers.mdx,retrieve-all-publishers,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9767305B8CC1,registry/api-reference/publishers/update-a-publisher.mdx,update-a-publisher,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9EA2DB296718,registry/api-reference/publishers/validate-if-a-publisher-username-is-available.mdx,validate-if-a-publisher-username-is-available,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-58817D4070C4,registry/api-reference/token-management/create-a-new-personal-access-token.mdx,create-a-new-personal-access-token,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1D751583E2CE,registry/api-reference/token-management/delete-a-specific-personal-access-token.mdx,delete-a-specific-personal-access-token,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8C3CB248EFF0,registry/api-reference/token-management/retrieve-all-personal-access-tokens-for-a-publisher.mdx,retrieve-all-personal-access-tokens-for-a-publisher,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C2C5D981AF9B,registry/api-reference/versions/list-all-versions-of-a-node.mdx,list-all-versions-of-a-node,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-09B3D251E5CB,registry/api-reference/versions/publish-a-new-version-of-a-node.mdx,publish-a-new-version-of-a-node,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D7880A7C0272,registry/api-reference/versions/retrieve-a-specific-version-of-a-node.mdx,retrieve-a-specific-version-of-a-node,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1C2CE5591780,registry/api-reference/versions/unpublish-delete-a-specific-version-of-a-node.mdx,unpublish-delete-a-specific-version-of-a-node,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DD2920154436,registry/api-reference/versions/update-changelog-and-deprecation-status-of-a-node-version.mdx,update-changelog-and-deprecation-status-of-a-node-version,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C78652030578,registry/cd.mdx,Continuous Delivery,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-A5BFCFD060C9,registry/cicd.mdx,Custom Node CI/CD,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9E019B725115,registry/claim-my-node.mdx,Claim My Node,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-3A74B166C6ED,registry/migration.mdx,Migration Guide,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7827DDC25F78,registry/overview.mdx,Overview,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4A333860D831,registry/publishing.mdx,Publishing Nodes,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2D144A331538,registry/specifications.mdx,pyproject.toml,,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5324BDA0085A,registry/standards.mdx,Standards,Security and other standards for publishing to the Registry,English product page,registry,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-65C0369D7E1F,snippets/amd-install.mdx,amd-install,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2CBCD011A658,snippets/cli-reference/generate.mdx,generate,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-ECD662C2B1FA,snippets/cli-reference/models.mdx,models,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-6C7E990F5D7E,snippets/cli-reference/nodes.mdx,nodes,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E1585A60FF8F,snippets/cloud/complete-example.mdx,complete-example,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7F702CD0D41D,snippets/cloud/download-outputs.mdx,Download a single output file (follow 302 redirect with -L),,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CCEE77D53333,snippets/cloud/poll-job-completion.mdx,Poll for job completion,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E0FE90763B72,snippets/cloud/websocket-progress.mdx,Wait for completion and collect outputs,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CF75C74E2289,snippets/cloud-feature.mdx,cloud-feature,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-56BF8478AFC2,snippets/comfy-cli/agent-skills.mdx,agent-skills,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-39A97FD497F3,snippets/comfy-cli/cloud-auth.mdx,cloud-auth,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1ADE45FE6AE4,snippets/comfy-cli/generate-beta-info.mdx,generate-beta-info,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9CBBFD9A7C62,snippets/comfy-cli/generate-common-models.mdx,Image editing:,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5A172192DC30,snippets/comfy-cli/generate-first-call.mdx,generate-first-call,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-176C533923A4,snippets/comfy-cli/generate-image-edit.mdx,generate-image-edit,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-236EAA9A3EF6,snippets/comfy-cli/generate-prerequisites.mdx,generate-prerequisites,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B6A980D4E976,snippets/comfy-cli/generate-upload-24h-note.mdx,generate-upload-24h-note,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C8D18D39395A,snippets/comfy-cli/generate-video-async.mdx,prints a job id; resume with:,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CEE09DF40B0A,snippets/comfy-cli/setup.mdx,setup,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-81BEDB413975,snippets/comfy-cli/two-surfaces-note.mdx,two-surfaces-note,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-92F201573A27,snippets/conda.mdx,conda,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8B2D7694E5F1,snippets/desktop/migrate.mdx,migrate,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5E994DCD012E,snippets/desktop/update.mdx,update,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-770E020C2974,snippets/get-api-key.mdx,get-api-key,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-672228FF78B8,snippets/git-clone.mdx,git-clone,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-A43D48095363,snippets/install/add-external-models.mdx,base_path: path/to/comfyui/,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-69E227E1D368,snippets/install/desktop-resource-warning.mdx,desktop-resource-warning,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2DB30F208479,snippets/install/desktop-venv.mdx,desktop-venv,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-85D2768FCEF6,snippets/install/docker-notice.mdx,docker-notice,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B94C550E43C4,snippets/install/external-models-desktop.mdx,external-models-desktop,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C3E75F970940,snippets/install/first-generation.mdx,first-generation,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B18865989E98,snippets/install/install-link.mdx,install-link,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7BC62A175153,snippets/install/maintenance-page.mdx,maintenance-page,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-AD1C0373370C,snippets/install/mirror-links.mdx,mirror-links,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-08337F197A50,snippets/install/troubleshooting-feedback.mdx,troubleshooting-feedback,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DC70DEF25174,snippets/install/troubleshooting-gpt.mdx,troubleshooting-gpt,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8754A9F34CA2,snippets/install/update-comfyui.mdx,update-comfyui,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-EEFA664BAA2E,snippets/install/update-requirement.mdx,update-requirement,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-3F762F5F4FDB,snippets/install/user-directory.mdx,user-directory,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4C9BE7595A4B,snippets/install-comfy-from-cli.mdx,install-comfy-from-cli,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-08428B2FD91E,snippets/install-comfycli.mdx,install-comfycli,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-3D4673C83D81,snippets/install-gpu-dependencies.mdx,install-gpu-dependencies,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B76E9012083C,snippets/interface/cancel-bypass.mdx,cancel-bypass,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1E33E0F253F3,snippets/interface/settings-menu-context.mdx,settings-menu-context,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-AFDD69D63F2F,snippets/interface/supported-languages.mdx,supported-languages,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CC299AE4C19C,snippets/mac-silicon-install.mdx,mac-silicon-install,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-53768D3EB52A,snippets/nvidia-install.mdx,nvidia-install,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-F7F1FF316215,snippets/pip-install.mdx,pip-install,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D70DC59AF017,snippets/run-comfy.mdx,run-comfy,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-EEB08A362F50,snippets/tutorials/basic/installation-models.mdx,installation-models,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B0D59618ABAD,snippets/tutorials/flux/prompt-techniques.mdx,prompt-techniques,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-3686A5132219,snippets/tutorials/partner-nodes/faq.mdx,faq,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-67E5E3414639,snippets/tutorials/partner-nodes/req-hint.mdx,req-hint,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-FF83F583A488,snippets/tutorials/partner-nodes/requirements.mdx,requirements,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5D1D04781FAC,snippets/tutorials/partner-nodes/supported-models.mdx,supported-models,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CD6AC7586FDB,snippets/tutorials/update-reminder.mdx,update-reminder,,reusable English snippet,snippets,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9D4D186D7F8E,specs/nodedef_json.mdx,Node Definition JSON,JSON schema for a ComfyUI Node.,English product page,specs,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-A41AB01E0826,specs/nodedef_json_1_0.mdx,Node Definition JSON 1.0,JSON schema for a ComfyUI Node.,English product page,specs,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CD4008B9360C,specs/workflow_json.mdx,Workflow JSON,JSON schema for a ComfyUI workflow.,English product page,specs,active,documented-only,linked-to-executable-catalog; individual prose claims still require field-level corroboration,COMFY-FORMAT-042,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5D7CF53FCAE5,specs/workflow_json_0.4.mdx,Workflow JSON 0.4,JSON schema for a ComfyUI workflow.,English product page,specs,active,documented-only,linked-to-executable-catalog; individual prose claims still require field-level corroboration,COMFY-FORMAT-041,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5F00000F99A5,support/contact-support.mdx,Contact support,Get help and report issues for ComfyUI,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D7B73A9E1F0F,support/data-retention.mdx,Data Retention,How Comfy retains and manages customer data,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1A4119FD363E,support/payment/accepted-payment-methods.mdx,Accepted payment methods,Learn about the payment methods accepted by Comfy Organization Inc,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E8BE9C77DBE6,support/payment/editing-payment-information.mdx,Editing your payment information,Learn how to update your payment method and billing details,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5F77D01A28A6,support/payment/invoice-information.mdx,Invoice information,Learn how your invoice information is managed,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-3E6D5B10A9B8,support/payment/payment-currency.mdx,Payment currency,Information about supported currencies and currency conversion,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-864394505C9E,support/payment/payment-history.mdx,Viewing your payment history,Access and review your past payments and invoices,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-566F5FBCF81F,support/payment/unsuccessful-payments.mdx,Unsuccessful payments,Understand why payments fail and how to resolve payment issues,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-926EABCF1578,support/subscription/canceling.mdx,Canceling your Comfy Cloud subscription,Learn how to cancel your Comfy Cloud subscription,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4E0894761360,support/subscription/changing-plan.mdx,Changing your subscription plan,Learn how to change your Comfy Cloud subscription plan,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-48EBDE8A9EFE,support/subscription/managing.mdx,Managing your Comfy Cloud subscription,Learn how to manage your Comfy Cloud subscription,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C0AF239CE9A3,support/subscription/subscribing.mdx,Subscribing to Comfy Cloud,Learn how to subscribe to Comfy Cloud,English product page,support,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-41B8E02687F3,troubleshooting/custom-node-issues.mdx,How to Troubleshoot and Solve ComfyUI Issues,Troubleshoot and fix problems caused by custom nodes and extensions,English product page,troubleshooting,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1813AF6EF1A7,troubleshooting/model-issues.mdx,How to Troubleshoot and Solve ComfyUI Model Issues,"Troubleshooting model-related problems including architecture mismatches, missing models, and loading errors",English product page,troubleshooting,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2C2FD93A0577,troubleshooting/overview.mdx,How to Troubleshoot and Solve ComfyUI Issues,"Common ComfyUI issues, solutions, and how to report bugs effectively",English product page,troubleshooting,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8CB687DB6364,tutorials/3d/hunyuan3D-2.mdx,ComfyUI Hunyuan3D-2 Examples,This guide will demonstrate how to use Hunyuan3D-2 in ComfyUI to generate 3D assets.,English product page,tutorials,active,documented-only,documented-only-claim-container,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
